date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:04	3141/3141	---M--	200	added ('OK')	image/png	etag:%22ee827a71020f59ccebf8ffd376a87180%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/highline.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/highline.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:04	17278/17278	---M--	200	added ('OK')	image/png	etag:%2241aa6a268abb65d349d07490ca1556ec%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/exclamation.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/exclamation.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:04	447640/447640	---M--	200	added ('OK')	image/gif	etag:%225729d53565812c4a1c1efb949c134553%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/opener-1200.gif	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/opener-1200.gif	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:04	49576/49576	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f39ca4b3ef59144a491bc86773f131e9+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-one.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-one.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:05	17015/17015	---M-Z	200	added ('OK')	image/svg+xml	etag:%224a71b16851bc5e92cc1a749076b1e3a7+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-two.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-two.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:05	18886/18886	---M-Z	200	added ('OK')	image/svg+xml	etag:%229e4f324f81c2a5726ded67cee53f7898+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-three.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-three.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:05	52808/52808	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b67e4f0cf844821032370267783de9b2+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-four.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/horizontal-scroll/horz-four.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:06	19858/19858	---M-Z	200	added ('OK')	image/svg+xml	etag:%222001df13b912eb967a552360ab9545fd+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/ftw-fallback.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/ftw-fallback.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:06	270/270	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fe056a9e39745ed4290a31e4c505917a+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/dropcap-w.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/dropcap-w.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:06	11067/11067	---M--	200	added ('OK')	image/png	etag:%22ac79abe11e7afa2375864ee3d84fcd82%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-1.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-1.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:06	7938/7938	---M--	200	added ('OK')	image/png	etag:%22c9577bb6a855ba5f8bcb0348b976e7e8%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-2.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-2.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:07	12341/12341	---M--	200	added ('OK')	image/png	etag:%22ba8873a68daf57f22a37e52712c4dbc0%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-3.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-3.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:07	12477/12477	---M--	200	added ('OK')	image/png	etag:%22cdc7bc5f9b90cf477b54bfd1871f146e%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-4.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-4.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:07	9974/9974	---M--	200	added ('OK')	image/png	etag:%22d67aedaba0b35fe531a8971c32112073%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-5.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-5.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:08	8615/8615	---M--	200	added ('OK')	image/png	etag:%22c8c2cb418963557dade7467960764e07%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-6.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-6.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:08	13902/13902	---M--	200	added ('OK')	image/png	etag:%22f23a27bc5b2107584df2e8a4a2a810d0%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-7.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-7.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:08	10605/10605	---M--	200	added ('OK')	image/png	etag:%22b6c092c24447cc7e95a56d5a81c80ea4%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-8.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-8.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:08	7117/7117	---M--	200	added ('OK')	image/png	etag:%22439f41c912076967800b5ce33549098e%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-9.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-9.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:09	11673/11673	---M--	200	added ('OK')	image/png	etag:%22553c22b4f5e7b3e3728bcce972a56a8f%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-10.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-10.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:09	10951/10951	---M--	200	added ('OK')	image/png	etag:%228e7cce1ed016fc67f053c069e388ba94%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-11.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-11.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:09	9846/9846	---M--	200	added ('OK')	image/png	etag:%22995b692a792f85aa7caeaa57e1d6d2c4%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-12.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-12.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:10	9393/9393	---M--	200	added ('OK')	image/png	etag:%2249a265eba8e8a326755b817827301f4d%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-13.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-13.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:10	9616/9616	---M--	200	added ('OK')	image/png	etag:%220fc220c1616df03e32e517b4dbeb442a%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-14.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/instagram-posts/insta-14.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:10	19716/19716	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fcb0815cf7972d161c4f88f0c321921a+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/stretch-text.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/stretch-text.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:11	1312/1312	---M-Z	200	added ('OK')	image/svg+xml	etag:%225d138d0c31543b87dc4dba4115ee76b3+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/boomer-hours.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/boomer-hours.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:11	898/898	---M-Z	200	added ('OK')	image/svg+xml	etag:%2282e067c1e10c8faebde7f9a7975d46fe+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/millennial-hours.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/millennial-hours.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:11	70912/70912	---M--	200	added ('OK')	image/png	etag:%22a65276f62783032fe7ddcdda466df9e5%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/appendix.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/appendix.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:11	95076/95076	---M--	200	added ('OK')	image/png	etag:%2293589d9f531b9c89eaecb81e639be16b%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/congrats.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/congrats.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:12	47598/47598	---M--	200	added ('OK')	image/png	etag:%2266659fd1cb9d23635de00c67f82b4c22%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/leftovers.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/leftovers.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:12	73286/73286	---M--	200	added ('OK')	image/png	etag:%22db74cf78ca11238895601cd1d4ae0b99%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/work-from-home.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/popup-ads/work-from-home.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:12	1266/1266	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f4ef69dacb0fb3817841d3cd7704c930+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/boomer-roi.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/boomer-roi.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:12	880/880	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ce28ec365e5eed3bbb03eb5478588c26+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/millennial-roi.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/millennial-roi.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:13	891/891	---M-Z	200	added ('OK')	image/svg+xml	etag:%2214e83996e11b90a6af35166ace8671ee+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/section2-skull.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/section2-skull.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:13	380/380	---M-Z	200	added ('OK')	image/svg+xml	etag:%224f49e70283a2a8302c9a71ef957fbda9+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/avo-bars.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/avo-bars.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:13	153245/153245	---M--	200	added ('OK')	image/jpeg	etag:%22bb2f6e1cafe38cb742bfd971f2d02d7c%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/section2-insta.jpg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/section2-insta.jpg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:14	2154/2154	---M-Z	200	added ('OK')	image/svg+xml	etag:%2219913a2da840155cda58a48d20567919+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/6.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/6.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:14	6316/6316	---M-Z	200	added ('OK')	image/svg+xml	etag:%220a70dc8dce30b0394cc1bb5b7b38f2a4+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/5.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/5.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:14	14665/14665	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d5ab46bb5a81840230fb4ec395825185+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/4.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/4.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:14	15491/15491	---M-Z	200	added ('OK')	image/svg+xml	etag:%228b841cfe76a20c24916d1dd2149dc4b3+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/3.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/3.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:15	24225/24225	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f2856636ec06265fe031c0b8e0036ed8+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/2.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/2.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:15	4334/4334	---M-Z	200	added ('OK')	image/svg+xml	etag:%227e70ba49205692f71187e9142bc3d2b2+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/1.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/rip/1.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:15	14732/14732	---M--	200	added ('OK')	image/png	etag:%229cf5f88f7c2267e97ce55cbeea0fbbc6%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/1.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/1.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:16	17073/17073	---M--	200	added ('OK')	image/png	etag:%2210f62e64a11e14b9a51ba4d3ca5c9619%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/2.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/2.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:16	22928/22928	---M--	200	added ('OK')	image/png	etag:%22d4275d5eefa09c703f62c5ed98f2e068%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/3.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/3.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:16	121709/121709	---M--	200	added ('OK')	image/png	etag:%225c33c775e7f3d25f2eb4565d2e0e323b%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/7.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/7.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:16	86223/86223	---M--	200	added ('OK')	image/png	etag:%2228a69a1315048a983372eb5c9fd28206%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/full-city.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/city/full-city.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:17	90377/90377	---M--	200	added ('OK')	image/png	etag:%223209081f00f37f56d11ca0a3148255ab%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/3-car-garage-r.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/3-car-garage-r.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:17	100566/100566	---M--	200	added ('OK')	image/png	etag:%22b99599802774b5350aab16aed1cffc21%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/ceiling.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/ceiling.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:17	17044/17044	---M--	200	added ('OK')	image/png	etag:%226673b4116524c063b2235d3baffa9a1c%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/fancy-dog.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/fancy-dog.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:17	33073/33073	---M--	200	added ('OK')	image/png	etag:%226b259a5dc329509a90431c2d1bfebe09%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/inflatable-pool.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/inflatable-pool.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:18	119582/119582	---M--	200	added ('OK')	image/png	etag:%2298a3bcba7146d66bf52f4a3d6e5fe7ea%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/left-outcrop-l.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/left-outcrop-l.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:18	52602/52602	---M--	200	added ('OK')	image/png	etag:%2217c82495007562537d5c1bdeecf5cd27%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/tower.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/tower.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:18	189443/189443	---M--	200	added ('OK')	image/png	etag:%220708a079cc0a216eeeea43b285f8e74e%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/house.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/house.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:19	48297/48297	---M--	200	added ('OK')	image/png	etag:%22773b998d5285380462f3130c6a915a82%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/garden.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/garden.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:19	385054/385054	---M--	200	added ('OK')	image/jpeg	etag:%222ed121970019a648385aa7de08bb3647%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/lawn.jpg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/mcmansion/lawn.jpg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:19	60366/60366	---M--	200	added ('OK')	image/png	etag:%22ffbb8e0cc5ba411e0c10baedcf5a8e2f%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/lol/lol-shade.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/lol/lol-shade.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:19	98434/98434	---M--	200	added ('OK')	image/png	etag:%223a52fcc8ac6e01be82c6dc627c471cdc%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/lol/everything-shade.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/lol/everything-shade.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:20	82665/82665	---M--	200	added ('OK')	image/png	etag:%22ac751df01cf894621858bd6a8c4cc49f%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/lol/matters-shade.png	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/lol/matters-shade.png	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
01:03:20	1210/1210	---M-Z	200	added ('OK')	image/svg+xml	etag:%22537c95a42fdda2ab571574788b24cd95+gzip%22	https://highline.huffingtonpost.com/articles/en/poor-millennials/media/images/section-four-stats.svg	C:/Users/frank/Desktop/mingjie_website/ct/highline.huffingtonpost.com/articles/en/poor-millennials/media/images/section-four-stats.svg	(from https://highline.huffingtonpost.com/articles/en/poor-millennials/)
